Date,Place,Item,Quantity,Price,Category
8/11/2022,IUS Pharmacy & Grocery,Medi-First/Lidocaine,1,149,Medical
11/13/2022,IUS Pharmacy & Grocery,Medi-First Triple Antibiotic,1,295,Medical
12/17/2022,IUS Pharmacy & Grocery,Medigesic,1,235,Medical
10/6/2022,IUS Pharmacy & Grocery,Medigesic Oral,1,209,Medical
1/27/2022,IUS Pharmacy & Grocery,Medihaler-Epi,1,410,Medical
1/26/2022,IUS Pharmacy & Grocery,Medihaler Ergotamine,1,449,Medical
12/26/2022,IUS Pharmacy & Grocery,Medihaler-Iso,1,151,Medical
8/30/2022,IUS Pharmacy & Grocery,Medikoff Drops,1,379,Medical
2/7/2022,IUS Pharmacy & Grocery,Medikoff Drops SF,1,179,Medical
1/8/2023,IUS Pharmacy & Grocery,Medikoff oral mucous membrane,1,232,Medical
6/26/2022,IUS Pharmacy & Grocery,Medi-Laxx,1,361,Medical
10/24/2022,IUS Pharmacy & Grocery,Medi-Lice Combing,1,103,Medical
9/3/2022,IUS Pharmacy & Grocery,Medi-Lice Maximum Strength Topical,1,170,Medical
12/27/2022,IUS Pharmacy & Grocery,Medi-Lyte,1,394,Medical
2/19/2022,IUS Pharmacy & Grocery,Medi-Pad,1,211,Medical
4/4/2022,IUS Pharmacy & Grocery,Medi-Paste,1,446,Medical
3/4/2022,IUS Pharmacy & Grocery,Medi-Patch with Lidocaine,1,410,Medical
10/24/2022,IUS Pharmacy & Grocery,Mediplast,1,445,Medical
2/11/2022,IUS Pharmacy & Grocery,Mediplast Topical,1,321,Medical
11/9/2022,IUS Pharmacy & Grocery,Medi-Quik Spray,1,414,Medical
6/21/2022,IUS Pharmacy & Grocery,Medi-Quik topical,1,362,Medical
1/17/2022,IUS Pharmacy & Grocery,Medi-Seltzer,1,399,Medical
11/20/2022,IUS Pharmacy & Grocery,Medi-Tussin Cough/Cold,1,211,Medical
6/9/2022,IUS Pharmacy & Grocery,Medium chain triglycerides,1,139,Medical
7/9/2022,IUS Pharmacy & Grocery,Med Minoxidil Topical,1,421,Medical
12/20/2022,IUS Pharmacy & Grocery,Medolor Pak,1,254,Medical
10/10/2022,IUS Pharmacy & Grocery,Medotar,1,322,Medical
3/9/2022,IUS Pharmacy & Grocery,Medotar Topical,1,143,Medical
6/10/2022,IUS Pharmacy & Grocery,MedPREDkit Plus,1,221,Medical
1/10/2022,IUS Pharmacy & Grocery,Medrol,1,179,Medical
9/2/2022,IUS Pharmacy & Grocery,Medrol Dosepak,1,208,Medical
12/14/2022,IUS Pharmacy & Grocery,Medroloan II SUIK,1,143,Medical
1/1/2023,IUS Pharmacy & Grocery,Medroloan SUIK,1,177,Medical
7/9/2022,IUS Pharmacy & Grocery,Medrox (Capsaicin and Menthol Patch),1,140,Medical
6/27/2022,IUS Pharmacy & Grocery,"Medrox (Methyl Salicylate, Menthol, and Capsaicin Cream and Ointment)",1,321,Medical
2/22/2022,IUS Pharmacy & Grocery,"Medrox (Methyl Salicylate, Menthol, and Capsaicin Patch)",1,406,Medical
6/11/2022,IUS Pharmacy & Grocery,Medrox-Rx,1,445,Medical
9/12/2022,IUS Pharmacy & Grocery,Medrox-Rx Ointment,1,408,Medical
10/30/2022,IUS Pharmacy & Grocery,Medroxyprogesterone,1,401,Medical
1/13/2022,IUS Pharmacy & Grocery,Medroxyprogesterone Acetate,1,241,Medical
8/24/2022,IUS Pharmacy & Grocery,Medroxyprogesterone injection,1,371,Medical
11/12/2022,IUS Pharmacy & Grocery,Medroxyprogesterone Injection (400 mg/mL),1,162,Medical
1/16/2022,IUS Pharmacy & Grocery,Medroxyprogesterone Injection ER,1,216,Medical
2/2/2022,IUS Pharmacy & Grocery,Medroxyprogesterone Injection (Intramuscular),1,398,Medical
2/8/2022,IUS Pharmacy & Grocery,Medroxyprogesterone Injection (Subcutaneous),1,184,Medical
6/7/2022,IUS Pharmacy & Grocery,Medroxyprogesterone Intramuscular,1,172,Medical
3/10/2022,IUS Pharmacy & Grocery,Medroxyprogesterone Tablets,1,186,Medical
2/9/2022,IUS Pharmacy & Grocery,Medworx Patch,1,213,Medical
9/18/2022,IUS Pharmacy & Grocery,Mefenamic acid,1,366,Medical
8/18/2022,IUS Pharmacy & Grocery,Mefloquine,1,437,Medical
4/1/2022,IUS Pharmacy & Grocery,Mefloquine Hydrochloride,1,379,Medical
8/6/2022,IUS Pharmacy & Grocery,Mefoxin,1,209,Medical
7/15/2022,IUS Pharmacy & Grocery,Mefoxin Premixed,1,296,Medical
4/12/2022,IUS Pharmacy & Grocery,Mega-C,1,355,Medical
7/15/2022,IUS Pharmacy & Grocery,Mega C Acid Plus,1,165,Medical
7/19/2022,IUS Pharmacy & Grocery,Megace,1,341,Medical
1/18/2023,IUS Pharmacy & Grocery,Megace ES,1,327,Medical
2/1/2022,IUS Pharmacy & Grocery,Megace Oral Suspension,1,208,Medical
7/6/2022,IUS Pharmacy & Grocery,Megace Os,1,153,Medical
10/11/2022,IUS Pharmacy & Grocery,MegaKrill,1,423,Medical
12/9/2022,IUS Pharmacy & Grocery,Megatope,1,124,Medical
6/26/2022,IUS Pharmacy & Grocery,Megavite Rx,1,297,Medical
9/28/2022,IUS Pharmacy & Grocery,Mega Zinc-100,1,412,Medical
8/3/2022,IUS Pharmacy & Grocery,Megestrol,1,205,Medical
9/11/2022,IUS Pharmacy & Grocery,Megestrol Acetate,1,200,Medical
8/21/2022,IUS Pharmacy & Grocery,Megestrol Oral Suspension,1,167,Medical
1/10/2023,IUS Pharmacy & Grocery,Megestrol Tablets,1,252,Medical
3/29/2022,IUS Pharmacy & Grocery,"Meglumine antimoniate Intravenous, Injection",1,405,Medical
11/1/2022,IUS Pharmacy & Grocery,Mekinist,1,378,Medical
3/22/2022,IUS Pharmacy & Grocery,Mektovi,1,176,Medical
1/25/2023,IUS Pharmacy & Grocery,Melamin-C Skin Bleaching Cream,1,157,Medical
9/1/2022,IUS Pharmacy & Grocery,Melamin Skin Bleaching Cream,1,292,Medical
7/10/2022,IUS Pharmacy & Grocery,Melamix Skin Lightener Cream,1,160,Medical
5/20/2022,IUS Pharmacy & Grocery,Melatonin,1,120,Medical
11/5/2022,IUS Pharmacy & Grocery,Melfiat,1,219,Medical
1/8/2022,IUS Pharmacy & Grocery,Mellaril,1,293,Medical
2/14/2022,IUS Pharmacy & Grocery,Melodetta 24 Fe,1,227,Medical
2/6/2022,IUS Pharmacy & Grocery,Meloxicam,1,105,Medical
1/9/2023,IUS Pharmacy & Grocery,Meloxicam Capsules,1,395,Medical
1/25/2022,IUS Pharmacy & Grocery,Meloxicam Orally-Disintegrating Tablets,1,361,Medical
6/27/2022,IUS Pharmacy & Grocery,Meloxicam Oral Suspension,1,187,Medical
1/5/2023,IUS Pharmacy & Grocery,Meloxicam Suspension,1,196,Medical
2/5/2022,IUS Pharmacy & Grocery,Meloxicam Tablets,1,441,Medical
3/20/2022,IUS Pharmacy & Grocery,Melpaque HP,1,177,Medical
5/25/2022,IUS Pharmacy & Grocery,Melpaque HP Cream,1,288,Medical
12/19/2022,IUS Pharmacy & Grocery,Melpaque HP (Hydroquinone),1,351,Medical
4/22/2022,IUS Pharmacy & Grocery,Melpaque HP (Hydroquinone with Sunscreen Cream and Gel),1,206,Medical
9/2/2022,IUS Pharmacy & Grocery,Melphalan,1,117,Medical
6/7/2022,IUS Pharmacy & Grocery,Melphalan Injection,1,396,Medical
7/23/2022,IUS Pharmacy & Grocery,Melphalan Intravenous,1,224,Medical
1/22/2023,IUS Pharmacy & Grocery,Melphalan oral/injection,1,168,Medical
9/8/2022,IUS Pharmacy & Grocery,Melphalan Tablets,1,277,Medical
1/23/2023,IUS Pharmacy & Grocery,Melquin 3,1,128,Medical
11/11/2022,IUS Pharmacy & Grocery,Melquin-3 Solution,1,287,Medical
12/30/2022,IUS Pharmacy & Grocery,Melquin HP,1,442,Medical
6/2/2022,IUS Pharmacy & Grocery,Melquin HP Cream,1,257,Medical
5/10/2022,IUS Pharmacy & Grocery,Memantine,1,442,Medical
7/26/2022,IUS Pharmacy & Grocery,Memantine and Donepezil,1,438,Medical
1/15/2022,IUS Pharmacy & Grocery,Memantine and Donepezil Capsules,1,270,Medical
2/11/2022,IUS Pharmacy & Grocery,Memantine ER capsules,1,280,Medical
12/16/2022,IUS Pharmacy & Grocery,Memantine ER Tablets,1,169,Medical
2/6/2022,IUS Pharmacy & Grocery,Memantine Extended-Release Capsules,1,444,Medical
6/18/2022,IUS Pharmacy & Grocery,Memantine Hydrochloride,1,363,Medical
10/10/2022,IUS Pharmacy & Grocery,Memantine Oral Solution,1,388,Medical
2/12/2022,IUS Pharmacy & Grocery,Memantine Solution,1,389,Medical
12/5/2022,IUS Pharmacy & Grocery,Memantine Tablets,1,369,Medical
7/1/2022,IUS Pharmacy & Grocery,Members Mark Cetirizine,1,299,Medical
10/2/2022,IUS Pharmacy & Grocery,Members Mark Loratadine,1,450,Medical
11/6/2022,IUS Pharmacy & Grocery,MembraneBlue,1,252,Medical
7/30/2022,IUS Pharmacy & Grocery,Menactra,1,448,Medical
11/6/2022,IUS Pharmacy & Grocery,Menactra Intramuscular,1,145,Medical
4/7/2022,IUS Pharmacy & Grocery,"Menactra Intramuscular, Subcutaneous",1,168,Medical
10/1/2022,IUS Pharmacy & Grocery,Menadiol Diphosphate,1,127,Medical
10/28/2022,IUS Pharmacy & Grocery,ME/NaPhos/MB/Hyo1,1,329,Medical
9/18/2022,IUS Pharmacy & Grocery,Me NaPhos MB Hyo 1 Tablets,1,249,Medical
4/29/2022,IUS Pharmacy & Grocery,M-End DMX,1,122,Medical
1/5/2023,IUS Pharmacy & Grocery,M-End Max D,1,295,Medical
1/16/2023,IUS Pharmacy & Grocery,M-End PE,1,434,Medical
5/14/2022,IUS Pharmacy & Grocery,M-End WC,1,442,Medical
1/16/2022,IUS Pharmacy & Grocery,Menest,1,399,Medical
3/6/2022,IUS Pharmacy & Grocery,MenHibrix,1,333,Medical
6/11/2022,IUS Pharmacy & Grocery,Meni-D,1,266,Medical
3/23/2022,IUS Pharmacy & Grocery,Meningococcal conjugate vaccine,1,443,Medical
11/3/2022,IUS Pharmacy & Grocery,Meningococcal group B vaccine,1,174,Medical
11/12/2022,IUS Pharmacy & Grocery,Meningococcal (Groups A / C / Y and W-135) Diphtheria Conjugate Vaccine,1,348,Medical
10/27/2022,IUS Pharmacy & Grocery,"Meningococcal Groups A, C, Y, and W-135 Vaccine",1,187,Medical
12/9/2022,IUS Pharmacy & Grocery,Meningococcal Poly (Groups C & Y) & b Conj Vaccine,1,365,Medical
8/30/2022,IUS Pharmacy & Grocery,"Meningococcal polysaccharide vaccine, diphtheria conjugate Intramuscular",1,207,Medical
2/11/2022,IUS Pharmacy & Grocery,"Meningococcal vaccine, diphtheria conjugate Intramuscular",1,260,Medical
7/6/2022,IUS Pharmacy & Grocery,Meningococcal vaccine and haemophilus b vaccine Intramuscular,1,280,Medical
6/11/2022,IUS Pharmacy & Grocery,"Meningococcal vaccine Intramuscular, Subcutaneous",1,394,Medical
6/22/2022,IUS Pharmacy & Grocery,Menogen,1,260,Medical
7/9/2022,IUS Pharmacy & Grocery,Menomune,1,362,Medical
4/16/2022,IUS Pharmacy & Grocery,Menomune-A/C/Y/W-135,1,368,Medical
12/29/2022,IUS Pharmacy & Grocery,Menopause Formula Progesterone,1,274,Medical
3/31/2022,IUS Pharmacy & Grocery,Menopur,1,106,Medical
2/17/2022,IUS Pharmacy & Grocery,Menostar,1,429,Medical
1/26/2022,IUS Pharmacy & Grocery,Menostar skin patch,1,425,Medical
10/14/2022,IUS Pharmacy & Grocery,Menostar Transdermal,1,119,Medical
10/18/2022,IUS Pharmacy & Grocery,Menotropins,1,179,Medical
1/6/2022,IUS Pharmacy & Grocery,Men-phor,1,241,Medical
2/17/2022,IUS Pharmacy & Grocery,MenQuadfi,1,391,Medical
5/29/2022,IUS Pharmacy & Grocery,Mens Kirkland Minoxidil Extra Strength,1,309,Medical
6/17/2022,IUS Pharmacy & Grocery,Men's Rogaine Topical,1,404,Medical
2/17/2022,IUS Pharmacy & Grocery,Menstrual Pain Relief,1,196,Medical
2/23/2022,IUS Pharmacy & Grocery,Menstrual PMS,1,375,Medical
2/3/2022,IUS Pharmacy & Grocery,Mentadent Advanced Breath Freshening,1,116,Medical
6/9/2022,IUS Pharmacy & Grocery,Mentadent Toothpolish,1,190,Medical
10/25/2022,IUS Pharmacy & Grocery,Mentax,1,389,Medical
6/20/2022,IUS Pharmacy & Grocery,Mentax Topical,1,323,Medical
7/23/2022,IUS Pharmacy & Grocery,Menthac Arthritis Cream with Capsaicin,1,339,Medical
1/15/2023,IUS Pharmacy & Grocery,Menthocin Patch with Lidocaine,1,122,Medical
6/3/2022,IUS Pharmacy & Grocery,Menthoderm,1,277,Medical
11/25/2022,IUS Pharmacy & Grocery,Menthol Aerosol,1,109,Medical
6/30/2022,IUS Pharmacy & Grocery,Menthol Aerosol Powder,1,424,Medical
1/7/2023,IUS Pharmacy & Grocery,Mentholatum Deep Heating,1,408,Medical
10/25/2022,IUS Pharmacy & Grocery,Mentholatum Natural Chest Rub,1,200,Medical
1/19/2022,IUS Pharmacy & Grocery,Mentholatum Ointment,1,156,Medical
8/28/2022,IUS Pharmacy & Grocery,"Menthol Cream, Lotion, and Ointment",1,355,Medical
4/27/2022,IUS Pharmacy & Grocery,"Menthol Gel, Liquid, and Solution",1,221,Medical
6/14/2022,IUS Pharmacy & Grocery,Mentholix,1,379,Medical
12/15/2022,IUS Pharmacy & Grocery,Menthol Lozenges,1,333,Medical
12/26/2022,IUS Pharmacy & Grocery,Menthol Patch,1,431,Medical
2/9/2022,IUS Pharmacy & Grocery,Menthol Powder,1,174,Medical
12/6/2022,IUS Pharmacy & Grocery,Menthol topical,1,195,Medical
4/20/2022,IUS Pharmacy & Grocery,Menthol topical oral mucous membrane,1,393,Medical
9/30/2022,IUS Pharmacy & Grocery,Menthol and Zinc Oxide Ointment and Paste,1,382,Medical
1/25/2022,IUS Pharmacy & Grocery,Menthol and Zinc Oxide Powder,1,306,Medical
9/2/2022,IUS Pharmacy & Grocery,Menthol and zinc oxide Topical application,1,141,Medical
8/7/2022,IUS Pharmacy & Grocery,Menveo,1,174,Medical
1/29/2022,IUS Pharmacy & Grocery,Me-PB-Hyos Elixir,1,205,Medical
2/24/2022,IUS Pharmacy & Grocery,Me-PB-Hyos Tablets,1,106,Medical
4/30/2022,IUS Pharmacy & Grocery,Mepenzolate,1,131,Medical
2/27/2022,IUS Pharmacy & Grocery,Meperidine,1,131,Medical
12/13/2022,IUS Pharmacy & Grocery,Meperidine Hydrochloride,1,266,Medical
8/27/2022,IUS Pharmacy & Grocery,Meperidine Injection,1,170,Medical
11/30/2022,IUS Pharmacy & Grocery,Meperidine and Promethazine,1,412,Medical
3/17/2022,IUS Pharmacy & Grocery,Meperidine and Promethazine Capsules,1,153,Medical
1/16/2022,IUS Pharmacy & Grocery,Meperidine Syrup and Oral Solution,1,204,Medical
3/30/2022,IUS Pharmacy & Grocery,Meperidine Tablets,1,232,Medical
2/12/2022,IUS Pharmacy & Grocery,Meperitab,1,273,Medical
8/2/2022,IUS Pharmacy & Grocery,Mephobarbital,1,169,Medical
4/20/2022,IUS Pharmacy & Grocery,Mephyton,1,339,Medical
10/22/2022,IUS Pharmacy & Grocery,Mepivacaine,1,175,Medical
10/19/2022,IUS Pharmacy & Grocery,Mepivacaine Injection,1,405,Medical
9/8/2022,IUS Pharmacy & Grocery,Mepivacaine and Levonordefrin,1,331,Medical
1/31/2022,IUS Pharmacy & Grocery,Mepolizumab,1,235,Medical
5/1/2022,IUS Pharmacy & Grocery,Mepolizumab Auto-Injectors and Prefilled Syringes,1,396,Medical
6/4/2022,IUS Pharmacy & Grocery,Mepolizumab Subcutaneous,1,239,Medical
11/12/2022,IUS Pharmacy & Grocery,Mepolizumab Vials,1,122,Medical
1/16/2022,IUS Pharmacy & Grocery,Meprobamate,1,146,Medical
1/23/2023,IUS Pharmacy & Grocery,Meprobamate and aspirin,1,205,Medical
5/9/2022,IUS Pharmacy & Grocery,Mepron,1,100,Medical
5/4/2022,IUS Pharmacy & Grocery,Mepron tablets,1,423,Medical
10/3/2022,IUS Pharmacy & Grocery,Mepsevii,1,250,Medical
6/4/2022,IUS Pharmacy & Grocery,Mequinol and tretinoin Topical,1,316,Medical
4/15/2022,IUS Pharmacy & Grocery,Mercaptopurine,1,411,Medical
1/12/2023,IUS Pharmacy & Grocery,Mercaptopurine Suspension,1,287,Medical
3/27/2022,IUS Pharmacy & Grocery,Mercaptopurine Tablets,1,257,Medical
6/23/2022,IUS Pharmacy & Grocery,Meribin,1,296,Medical
5/27/2022,IUS Pharmacy & Grocery,Meridia,1,142,Medical
5/1/2022,IUS Pharmacy & Grocery,Meropenem,1,373,Medical
11/6/2022,IUS Pharmacy & Grocery,Meropenem Intravenous,1,282,Medical
12/13/2022,IUS Pharmacy & Grocery,Meropenem and vaborbactam,1,107,Medical
6/2/2022,IUS Pharmacy & Grocery,Meropenem and vaborbactam Intravenous,1,330,Medical
12/16/2022,IUS Pharmacy & Grocery,Merrem,1,251,Medical
8/23/2022,IUS Pharmacy & Grocery,Merrem IV,1,373,Medical
9/10/2022,IUS Pharmacy & Grocery,Merthiolate,1,149,Medical
2/6/2022,IUS Pharmacy & Grocery,Meruvax II,1,245,Medical
7/23/2022,IUS Pharmacy & Grocery,Mesalamine,1,234,Medical
12/9/2022,IUS Pharmacy & Grocery,Mesalamine Controlled-Release Capsules,1,272,Medical
8/29/2022,IUS Pharmacy & Grocery,Mesalamine Delayed Release Tablets,1,212,Medical
5/3/2022,IUS Pharmacy & Grocery,Mesalamine Long-Acting Capsules (Apriso),1,303,Medical
5/22/2022,IUS Pharmacy & Grocery,Mesalamine Long-Acting Capsules (Delzicol),1,200,Medical
5/11/2022,IUS Pharmacy & Grocery,Mesalamine Long-Acting Capsules (Pentasa),1,209,Medical
3/12/2022,IUS Pharmacy & Grocery,Mesalamine rectal,1,393,Medical
3/3/2022,IUS Pharmacy & Grocery,Mesalamine Rectal Enema,1,323,Medical
10/31/2022,IUS Pharmacy & Grocery,Mesalamine Rectal Suspension,1,332,Medical
12/8/2022,IUS Pharmacy & Grocery,Mesalamine Suppositories,1,358,Medical
5/8/2022,IUS Pharmacy & Grocery,Mesalamine Suppository,1,349,Medical
3/31/2022,IUS Pharmacy & Grocery,Mesalamine Tablets,1,235,Medical
1/15/2022,IUS Pharmacy & Grocery,Mesantoin,1,229,Medical
5/17/2022,IUS Pharmacy & Grocery,"Mesasal Oral, Rectal",1,139,Medical
1/7/2023,IUS Pharmacy & Grocery,Mesasal Rectal,1,239,Medical
9/7/2022,IUS Pharmacy & Grocery,Mesehist WC,1,190,Medical
3/23/2022,IUS Pharmacy & Grocery,Mesna,1,357,Medical
4/9/2022,IUS Pharmacy & Grocery,Mesna Injection,1,249,Medical
12/8/2022,IUS Pharmacy & Grocery,Mesna Intravenous,1,232,Medical
7/18/2022,IUS Pharmacy & Grocery,Mesna oral/injection,1,237,Medical
6/18/2022,IUS Pharmacy & Grocery,Mesna Tablets,1,269,Medical
9/27/2022,IUS Pharmacy & Grocery,Mesnex,1,119,Medical
7/27/2022,IUS Pharmacy & Grocery,Mesnex Injection,1,372,Medical
1/10/2023,IUS Pharmacy & Grocery,Mesnex (Mesna Injection),1,130,Medical
1/9/2023,IUS Pharmacy & Grocery,Mesnex (Mesna Tablets),1,259,Medical
7/9/2022,IUS Pharmacy & Grocery,Mesnex Oral,1,348,Medical
2/8/2022,IUS Pharmacy & Grocery,Mesnex oral/injection,1,175,Medical
10/12/2022,IUS Pharmacy & Grocery,Mesoglycan,1,278,Medical
6/9/2022,IUS Pharmacy & Grocery,Mestinon,1,378,Medical
5/28/2022,IUS Pharmacy & Grocery,Mestinon (Pyridostigmine Extended-Release Tablets),1,375,Medical
7/13/2022,IUS Pharmacy & Grocery,Mestinon (Pyridostigmine Liquid),1,200,Medical
2/18/2022,IUS Pharmacy & Grocery,Mestinon (Pyridostigmine Tablets),1,238,Medical
3/25/2022,IUS Pharmacy & Grocery,Mestinon Timespan,1,140,Medical
2/9/2022,IUS Pharmacy & Grocery,Metacam Injection,1,138,Medical
2/11/2022,IUS Pharmacy & Grocery,Metadate CD,1,109,Medical
1/19/2022,IUS Pharmacy & Grocery,Metadate ER,1,392,Medical
7/13/2022,IUS Pharmacy & Grocery,Metaderm Mild,1,100,Medical
5/8/2022,IUS Pharmacy & Grocery,Metaderm Regular,1,218,Medical
11/27/2022,IUS Pharmacy & Grocery,Metafolbic,1,187,Medical
4/4/2022,IUS Pharmacy & Grocery,Metafolbic Plus,1,132,Medical
10/21/2022,IUS Pharmacy & Grocery,Metafolbic Plus RF,1,450,Medical
12/24/2022,IUS Pharmacy & Grocery,Metaglip,1,411,Medical
11/18/2022,IUS Pharmacy & Grocery,Metamucil,1,224,Medical
8/10/2022,IUS Pharmacy & Grocery,Metamucil (Psyllium Capsules),1,260,Medical
11/19/2022,IUS Pharmacy & Grocery,Metamucil (Psyllium Powder),1,447,Medical
8/11/2022,IUS Pharmacy & Grocery,Metamucil (Psyllium Wafers),1,220,Medical
11/17/2022,IUS Pharmacy & Grocery,Metanx,1,333,Medical
9/25/2022,IUS Pharmacy & Grocery,Metaproterenol,1,316,Medical
9/2/2022,IUS Pharmacy & Grocery,Metaproterenol Inhalation,1,163,Medical
6/2/2022,IUS Pharmacy & Grocery,Metaproterenol Sulfate,1,377,Medical
3/14/2022,IUS Pharmacy & Grocery,Metaproterenol Syrup,1,179,Medical
11/2/2022,IUS Pharmacy & Grocery,Metaproterenol Tablets,1,394,Medical
11/15/2022,IUS Pharmacy & Grocery,Metaraminol,1,185,Medical
6/7/2022,IUS Pharmacy & Grocery,Metastron,1,229,Medical
5/26/2022,IUS Pharmacy & Grocery,Metatrace FDG,1,276,Medical
1/16/2023,IUS Pharmacy & Grocery,Metaxall,1,309,Medical
10/29/2022,IUS Pharmacy & Grocery,Metaxalone,1,379,Medical
9/11/2022,IUS Pharmacy & Grocery,Meted,1,167,Medical
1/12/2022,IUS Pharmacy & Grocery,Metformin,1,382,Medical
4/11/2022,IUS Pharmacy & Grocery,MetFORMIN (Eqv-Fortamet),1,388,Medical
10/31/2022,IUS Pharmacy & Grocery,MetFORMIN (Eqv-Glucophage XR),1,243,Medical
8/21/2022,IUS Pharmacy & Grocery,MetFORMIN (Eqv-Glumetza),1,344,Medical
12/2/2022,IUS Pharmacy & Grocery,Metformin Extended-Release Suspension,1,365,Medical
8/20/2022,IUS Pharmacy & Grocery,Metformin Extended-Release Tablets,1,155,Medical
9/5/2022,IUS Pharmacy & Grocery,Metformin Hydrochloride,1,190,Medical
7/4/2022,IUS Pharmacy & Grocery,Metformin Oral Solution,1,397,Medical
11/16/2022,IUS Pharmacy & Grocery,Metformin and pioglitazone,1,250,Medical
4/4/2022,IUS Pharmacy & Grocery,Metformin and saxagliptin,1,378,Medical
10/6/2022,IUS Pharmacy & Grocery,Metformin and sitagliptin,1,447,Medical
4/8/2022,IUS Pharmacy & Grocery,Metformin Tablets,1,361,Medical
4/20/2022,IUS Pharmacy & Grocery,Methacholine,1,363,Medical
11/19/2022,IUS Pharmacy & Grocery,Methadone,1,331,Medical
12/4/2022,IUS Pharmacy & Grocery,Methadone HCl Intensol,1,106,Medical
2/27/2022,IUS Pharmacy & Grocery,Methadone Hydrochloride,1,357,Medical
2/15/2022,IUS Pharmacy & Grocery,Methadone Injection,1,398,Medical
5/4/2022,IUS Pharmacy & Grocery,Methadone Injection Solution,1,257,Medical
8/8/2022,IUS Pharmacy & Grocery,Methadone Oral Concentrate,1,219,Medical
1/30/2022,IUS Pharmacy & Grocery,Methadone Oral Solution,1,201,Medical
9/17/2022,IUS Pharmacy & Grocery,Methadone Powder,1,349,Medical
11/3/2022,IUS Pharmacy & Grocery,Methadone Solution,1,160,Medical
12/6/2022,IUS Pharmacy & Grocery,Methadone Tablets,1,257,Medical
1/2/2023,IUS Pharmacy & Grocery,Methadone Tablets for Oral Suspension,1,331,Medical
9/16/2022,IUS Pharmacy & Grocery,Methadose,1,169,Medical
2/12/2022,IUS Pharmacy & Grocery,Methadose Conc,1,259,Medical
7/6/2022,IUS Pharmacy & Grocery,Methadose Disp,1,327,Medical
7/21/2022,IUS Pharmacy & Grocery,Methadose (Methadone Oral Concentrate),1,415,Medical
2/12/2022,IUS Pharmacy & Grocery,Methadose (Methadone Tablets),1,339,Medical
5/15/2022,IUS Pharmacy & Grocery,Methadose (Methadone Tablets for Oral Suspension),1,323,Medical
12/16/2022,IUS Pharmacy & Grocery,Methamphetamine,1,265,Medical
6/12/2022,IUS Pharmacy & Grocery,Methamphetamine Hydrochloride,1,323,Medical
5/27/2022,IUS Pharmacy & Grocery,Methaver,1,195,Medical
1/2/2023,IUS Pharmacy & Grocery,Methazel,1,327,Medical
6/3/2022,IUS Pharmacy & Grocery,Methazolamide,1,146,Medical
10/10/2022,IUS Pharmacy & Grocery,Methedex,1,209,Medical
2/24/2022,IUS Pharmacy & Grocery,Methenamine,1,189,Medical
4/6/2022,IUS Pharmacy & Grocery,Methenamine Hippurate,1,224,Medical
11/2/2022,IUS Pharmacy & Grocery,Methenamine Mandelate,1,189,Medical
1/18/2022,IUS Pharmacy & Grocery,Methenamine Mandelate Tablets,1,369,Medical
1/11/2022,IUS Pharmacy & Grocery,"Methenamine, Phenyl Salicylate, Methylene Blue, Benzoic Acid, Hyoscyamine",1,388,Medical
1/13/2023,IUS Pharmacy & Grocery,"Methenamine, Sodium Phos Mono, Phenyl Salicylate, Methyl Blue, Hyoscyamine",1,218,Medical
2/14/2022,IUS Pharmacy & Grocery,"Methenamine, Sodium Phosphate Monobasic, Phenyl Salicylate, Methylene Blue, and Hyoscyamine",1,171,Medical
7/12/2022,IUS Pharmacy & Grocery,Methergine,1,232,Medical
1/25/2023,IUS Pharmacy & Grocery,Methergine Injection,1,288,Medical
4/11/2022,IUS Pharmacy & Grocery,Methergine (Methylergonovine Injection),1,370,Medical
5/17/2022,IUS Pharmacy & Grocery,Methergine (Methylergonovine Tablets),1,162,Medical
4/11/2022,IUS Pharmacy & Grocery,Methergine oral and injection,1,394,Medical
12/3/2022,IUS Pharmacy & Grocery,Methimazole,1,224,Medical
5/20/2022,IUS Pharmacy & Grocery,Methionine,1,420,Medical
10/26/2022,IUS Pharmacy & Grocery,Methitest,1,227,Medical
9/30/2022,IUS Pharmacy & Grocery,Methocarbamol,1,327,Medical
8/19/2022,IUS Pharmacy & Grocery,Methocarbamol Injection,1,286,Medical
9/30/2022,IUS Pharmacy & Grocery,Methocarbamol Tablets,1,280,Medical
12/7/2022,IUS Pharmacy & Grocery,Methohexital,1,169,Medical
11/20/2022,IUS Pharmacy & Grocery,Methotrexate,1,280,Medical
4/18/2022,IUS Pharmacy & Grocery,Methotrexate injection,1,250,Medical
7/28/2022,IUS Pharmacy & Grocery,Methotrexate Injection (Subcutaneous),1,240,Medical
8/24/2022,IUS Pharmacy & Grocery,"Methotrexate Oral, Injection",1,449,Medical
1/5/2022,IUS Pharmacy & Grocery,Methotrexate Oral Solution,1,249,Medical
7/26/2022,IUS Pharmacy & Grocery,Methotrexate Sodium,1,352,Medical
7/20/2022,IUS Pharmacy & Grocery,Methotrexate Tablets,1,214,Medical
1/3/2023,IUS Pharmacy & Grocery,Methoxsalen,1,404,Medical
4/24/2022,IUS Pharmacy & Grocery,Methoxsalen Extracorporeal Solution,1,100,Medical
5/19/2022,IUS Pharmacy & Grocery,Methoxsalen Hard-Gelatin Capsules,1,171,Medical
7/24/2022,IUS Pharmacy & Grocery,Methoxsalen injection,1,429,Medical
